Date,Open,High,Low,Close,Adj Close,Volume
2006-05-22 00:00:00.000000,31.583517046789552,32.24943496242432,31.021377561145833,32.19754409790039,32.19754409790039,197100
2006-05-23 00:00:00.000000,32.64725578450216,33.91855395286839,32.64725578450216,32.8288688659668,32.8288688659668,620900
2006-05-24 00:00:00.000000,32.11106846863267,32.491591647246025,31.021383208648544,31.58352279663086,31.58352279663086,638600
2006-05-25 00:00:00.000000,32.15430949212731,33.14021301269531,31.981343209786495,33.14021301269531,33.14021301269531,367000
2006-05-26 00:00:00.000000,33.50343838998718,33.50343838998718,32.66455416882042,33.33911895751953,33.33911895751953,269400
2006-05-30 00:00:00.000000,34.16070559810098,34.35096881156079,32.958595220092874,33.01048278808594,33.01048278808594,559100
2006-05-31 00:00:00.000000,33.64180436458572,33.8407143723067,32.96723640464455,33.59856033325195,33.59856033325195,350700
2006-06-01 00:00:00.000000,32.17159986649686,33.36506334144851,32.14565278506836,33.32181930541992,33.32181930541992,641300
2006-06-02 00:00:00.000000,33.99639426914731,34.06557880259493,33.555330084571146,33.84072494506836,33.84072494506836,277300
2006-06-05 00:00:00.000000,34.82662242402714,34.82662242402714,32.94994403106377,32.97589111328125,32.97589111328125,436000
2006-06-06 00:00:00.000000,32.88940327739003,32.88940327739003,31.756480864033517,32.00727844238281,32.00727844238281,663600
2006-06-07 00:00:00.000000,31.401905285282975,32.47429013792268,30.97813812155705,31.2548828125,31.2548828125,484100
2006-06-08 00:00:00.000000,30.502485275268555,30.597616887232583,29.075517693922425,30.502485275268555,30.502485275268555,812800
2006-06-09 00:00:00.000000,30.91760066199737,31.298123790176827,30.147904278261095,30.329517364501953,30.329517364501953,542200
2006-06-12 00:00:00.000000,30.68409840048464,30.81382392584188,29.19659311903215,29.213890075683594,29.213890075683594,584700
2006-06-13 00:00:00.000000,28.245283715271174,28.669050907369016,27.51882802814428,27.847463607788086,27.847463607788086,1580900
2006-06-14 00:00:00.000000,28.409602054057075,28.97174164439213,27.890706508407348,28.565271377563477,28.565271377563477,646800
2006-06-15 00:00:00.000000,29.750091604798495,30.312227959240683,29.40415900278962,30.21709632873535,30.21709632873535,882200
2006-06-16 00:00:00.000000,30.268980574285738,30.268980574285738,29.66360030298861,29.897104263305664,29.897104263305664,602300
2006-06-19 00:00:00.000000,29.55117743214229,29.810628526311106,29.032281841920067,29.058225631713867,29.058225631713867,366100
2006-06-20 00:00:00.000000,29.326318189193234,30.0354769056092,29.058220313842963,29.69819450378418,29.69819450378418,388500
2006-06-21 00:00:00.000000,29.923051982738876,31.168406601517216,29.923051982738876,31.012737274169922,31.012737274169922,551000
2006-06-22 00:00:00.000000,31.133802542532163,31.31541559892339,30.415993844810032,30.822463989257812,30.822463989257812,590000
2006-06-23 00:00:00.000000,30.41600346777208,31.566226453601587,30.398709808502325,31.37596321105957,31.37596321105957,467800
2006-06-26 00:00:00.000000,31.669995961396793,31.82566524332579,31.263529102188002,31.678646087646484,31.678646087646484,301500
2006-06-27 00:00:00.000000,31.972688497054406,32.041873013498126,30.684093475341797,30.684093475341797,30.684093475341797,469200
2006-06-28 00:00:00.000000,30.874368974165964,31.07327907442191,30.268988543484685,30.537086486816406,30.537086486816406,415200
2006-06-29 00:00:00.000000,31.09056610227105,32.8288688659668,31.08191597512118,32.8288688659668,32.8288688659668,588500
